record,S1r1,S1r2,S1r3,S1r4,S1r5,S1r6,MRK_Sample,age,MRK_Age,gender,S6r1,S6r2,S6r3,S6r4,numdogs,S9,S10,M1r1,M1r2,M1r3,M1r4,M1r5,M1r6,M1r7,M1r8,M1r9,M1r10,M1r11,M1r12,M1r13,M1r14,M1r15,M1r16,M1r17,M1r18,M2r1,M2r2,M2r3,M2r4,M2r5,M2r6,M2r7,M2r8,M2r9,M2r10,M3r1,M3r2,M3r3,M3r4,M3r5,M3r6,M3r7,M3r8,M3r9,M3r10,M3r11,M3r12,M4r1,M4r2,M4r3,M4r4,M4r5,M4r6,M4r7,M4r8,M4r9,M4r10,M4r11,M4r12,M4r13,M4r14,M4r15,M4r16,M4r17,M4r18,M4r19,M4r20,M5r1,M5r2,M5r3,M5r4,M5r5,M5r6,M5r7,M6,M7r1,M7r2,M7r3,M7r4,M7r5,M7r6,M7r7,M7r8,M7r9,M7r10,M7r11,M7r12,M7r13,M7r14,M7r15,M7r16,M7r17,M7r18,M7r19,M7r20,M7r21,M7r22,M7r23,M7r24,M7r25,M7r26,M7r27,M7r28,M7r29,D1,D1b,D2,D3,D4,D5,D6,D7,S2,state,S8,M1r4_rev,M1r6_rev,M1r9_rev,M1r12_rev,M1r15_rev,M1r17_rev,PAStotal,socSupport,depress,gad7
935,0,0,0,0,0,1,2,64,4,1,5,5,5,5, , , ,6,4,6,1,6,1,5,5,4,4,6,2,4,6,3,4,2,6,4,3,4,3,3,3,3,4,4,2,7,7,6,6,7,4,4,6,4,7,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,5,4,2,5,4,4,6,1,5,5,4,3,5,5,4,5,1,4,6,5,1,2,4,4,2,2,2,2,2,4,5,3,2,1,3,4,9, ,7,7,4,6,5,6,97,68,21,0
938,1,1,0,0,0,0,1,58,4,1,3,4,4,4,1,6,2,6,4,6,3,6,3,5,5,4,3,6,2,3,5,3,5,1,4,4,2,4,3,3,3,2,3,3,2,6,6,5,6,6,5,5,6,5,6,5,5,1,2,2,1,4,1,2,2,2,2,1,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,0,2,3,3,4,3,5,4,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,3,3,3,3,4,3,3,3,2,2,5,1,3,2,1,8, ,1,6,5,5,4,6,5,7,90,66,34,6
940,1,0,0,0,0,0,1,55,4,1,5,5,5,3,1,4,2,6,5,7,1,7,1,7,6,1,5,7,1,5,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,6,3,2,1,3,3,6,2,4,6,2,3,6,4,4,5,1,6,6,6,2,1,5,4,1,1,1,2,2,3,1,3,1,1,2, ,40,5,7,7,7,7,7,7,117,72,20,0
971,1,0,0,0,0,0,1,58,4,1,5,4,5,5,1,1,2,7,6,6,1,7,1,7,6,1,3,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,3,4,4,3,5,6,6,6,3,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,4,4,4,4,3,4,4,5,4,2,5,4,5,3,4,5,4,4,3,4,5,4,1,1,3,4,1,5,1,1,5,3,5,1,2,1,3, ,8,1,7,7,7,7,7,7,113,58,20,0
977,1,0,0,0,0,0,1,62,4,1,4,4,3,4,1,3,2,7,7,7,1,7,2,7,7,7,5,6,6,6,6,2,6,1,7,4,3,4,4,4,4,4,3,3,3,6,6,6,4,6,5,5,4,4,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,0,0,0,1,1,1,1,1,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,2,2,5,3,2,1,2, ,35,3,7,6,1,2,6,7,107,58,35,4
980,1,0,0,0,0,0,1,61,4,1,3,2,5,3,2,3,2,7,6,7,1,7,1,7,7,1,5,7,1,5,7,1,7,1,7,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,4,4,4,2,5,4,5,4,4,4,5,2,3,5,5,5,4,2,4,5,5,1,1,4,4,1,1,1,4,2,3,5,3,2,1,9, ,32,2,7,7,7,7,7,7,121,72,21,4
987,0,0,0,0,0,1,2,59,4,1,3,4,4,3, , , ,5,1,5,3,5,3,5,5,5,5,7,1,3,5,3,5,1,3,4,4,3,3,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,5,5,5,2,1,4,4,6,2,5,4,3,4,6,6,5,2,1,6,4,5,2,1,4,4,1,2,2,2,2,5,1,3,2,1,4,4,46, ,5,5,3,7,5,7,86,84,21,0
1000,0,0,0,0,0,1,2,57,4,1,4,2,3,3, , , ,6,4,6,3,7,2,6,5,2,5,6,2,5,7,2,6,1,5,3,2,4,3,4,3,3,4,3,2,4,4,4,5,3,4,5,5,4,3,5,4,1,1,1,1,5,1,3,1,1,1,1,2,1,1,1,5,1,1,5,1,0,0,0,2,0,0,0,1,2,2,5,4,5,2,4,5,5,2,5,3,4,4,5,5,4,4,2,5,5,4,2,2,3,4,2,5,2,1,5,2,5,3,2,1,1,4,13, ,5,6,6,6,6,7,104,50,35,2
1005,1,1,0,0,0,0,1,64,4,1,2,3,4,3,1,3,2,7,7,7,1,7,1,7,6,1,6,7,1,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,6,5,5,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,4,4,4,3,5,1,5,4,3,4,3,3,3,4,4,4,4,2,4,4,4,2,2,4,4,1,3,2,2,2,3,1,3,2,1,3, ,7,3,7,7,7,7,7,7,119,67,20,3
1019,1,0,0,0,0,0,1,57,4,1,4,4,5,4,1,4,2,6,7,7,1,7,1,7,7,3,4,7,4,1,6,6,7,1,7,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,4,4,4,4,4,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,3,3,3,5,4,5,5,4,4,4,5,4,4,4,5,5,4,4,4,1,6,2,1,3,2,2,2, ,10,4,7,7,5,4,2,7,105,55,20,1
1033,1,0,0,0,0,0,1,63,4,1,3,3,3,4,1,6,2,7,7,7,1,7,1,7,7,1,6,7,2,1,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,6,6,7,4,6,7,7,6,7,7,7,7,1,2,4,3,5,2,2,3,3,3,1,2,3,1,1,5,3,1,1,2,1,1,1,1,0,2,1,2,4,4,4,2,6,4,2,5,5,4,2,5,6,5,4,4,3,5,6,3,4,2,2,3,1,4,3,2,1,2,2,3,5,2,2,1,3, ,40,6,7,7,7,6,7,7,117,77,48,7
1036,1,1,0,0,0,0,1,57,4,1,3,3,3,2,2,2,2,5,2,7,2,7,3,6,4,6,3,6,1,5,7,2,6,1,4,4,3,3,3,4,4,3,4,4,3,6,6,6,6,5,5,6,5,6,6,6,5,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0, ,2,5,5,4,2,3,5,4,5,2,4,5,2,5,5,5,3,4,1,5,5,5,4,1,4,5,1,4,1,2,2,4,1,1,2,4,7, ,45,2,6,5,2,7,6,7,95,68,24,0
1042,0,0,0,0,0,1,2,57,4,1,5,2,5,2, , , ,7,2,7,1,7,1,7,7,1,7,7,1,5,7,1,4,1,7,5,5,5,5,5,5,5,5,5,3,7,7,2,2,7,7,7,2,7,7,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,5,5,1,3,3,6,5,2,6,2,3,6,4,6,5,2,4,5,6,5,5,1,6,4,1,1,1,2,1,3,1,1,2,1,2,5,35, ,7,7,7,7,7,7,116,66,20,6
1044,1,0,0,0,0,0,1,63,4,1,1,2,2,2,1,2,2,7,7,7,1,7,1,7,6,1,5,7,1,1,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,3,7,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,5,4,1,3,4,5,4,3,4,4,2,3,4,4,4,4,1,5,6,4,1,1,4,4,3,3,3,3,2,2,1,3,1,1,5, ,23,2,7,7,7,7,7,7,116,67,20,0
1053,1,0,0,0,0,0,1,57,4,1,3,3,5,2,1,3,2,7,7,7,1,6,1,7,6,1,7,7,1,1,7,1,6,1,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6,7,7,7,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,1,4,4,5,1,1,4,5,5,1,6,5,1,1,5,5,5,5,1,4,6,6,1,1,5,5,1,1,1,2,2,5,1,3,2,4,8, ,38,3,7,7,7,7,7,7,116,82,21,0
1055,1,1,0,1,0,0,1,60,4,1,4,1,5,3,4,5,2,7,4,7,1,7,3,6,7,1,7,7,1,3,7,1,7,1,7,5,4,4,4,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,5,5,1,5,4,5,6,1,5,6,1,4,5,6,5,5,1,6,5,5,1,1,5,5,1,1,1,4,2,3,1,1,2,1,4, ,4,5,7,5,7,7,7,7,116,84,20,0
1079,0,0,0,0,0,1,2,64,4,1,4,3,4,2, , , ,7,5,6,1,7,1,6,7,2,6,7,2,5,7,1,7,1,7,4,3,4,5,3,3,2,3,2,2,3,5,6,6,3,6,5,6,6,5,6,6,1,1,2,2,3,2,2,1,1,2,2,2,1,1,1,1,1,1,3,2,0,0,0,1,0,0,0,1,1,4,5,3,2,1,3,5,5,1,4,5,4,6,4,6,4,3,2,5,5,5,3,1,4,5,1,2,1,1,1,4,5,2,2,4,2,4,47, ,7,7,6,6,7,7,117,63,32,1
1081,1,1,0,0,0,0,1,57,4,1,4,4,5,3,1,3,2,6,5,5,3,5,2,5,3,3,3,5,2,5,5,4,5,1,3,4,3,4,4,4,4,4,4,4,4,5,5,3,3,5,3,4,3,3,5,3,4,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,2,3,3,2,3,4,3,3,2,3,3,3,3,4,3,4,2,3,3,3,3,2,3,4,2,3,3,2,2,2,2,4,4,3,2,1,7, ,47,3,5,6,5,6,4,7,88,46,28,0
1088,1,0,0,1,0,0,1,61,4,1,5,5,5,3,1,4,2,7,7,7,1,7,1,7,6,2,6,7,1,1,7,1,7,1,6,4,4,4,3,4,4,4,4,4,3,7,7,6,6,7,5,6,7,6,7,5,6,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,1,3,6,5,5,1,4,5,6,1,5,6,2,4,6,5,6,5,2,5,6,5,1,1,6,5,1,3,1,2,3,3,5,3,2,1,2, ,9,4,7,7,6,7,7,7,116,75,24,0
1097,0,0,0,0,0,1,2,64,4,1,5,3,5,2, , , ,7,1,7,1,7,1,7,6,2,5,6,1,2,7,1,7,1,5,5,3,5,5,5,5,4,5,5,4,7,7,7,7,7,6,6,7,5,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,5,6,3,1,1,2,5,5,4,4,3,2,4,5,6,5,6,2,3,6,5,1,1,5,5,1,1,1,3,2,4,5,1,2,1,8,5,5, ,7,7,6,7,7,7,108,79,20,0
1109,1,0,0,0,0,0,1,57,4,1,3,3,4,3,1,2,2,5,3,6,2,6,3,6,5,4,4,6,2,2,6,2,6,1,4,4,3,3,3,4,4,3,3,3,3,6,2,5,3,5,4,3,3,2,4,3,2,1,1,2,1,3,3,3,1,2,1,1,1,1,1,1,2,1,1,3,1,1,0,1,1,0,1,0,1,4,5,3,5,5,4,4,3,4,3,4,1,5,6,3,5,3,2,4,4,5,4,4,4,3,4,2,4,2,2,1,5,1,1,2,1,3, ,35,2,6,5,4,6,6,7,93,42,31,4
1118,1,0,0,0,0,0,1,59,4,1,3,1,3,1,2,5,2,7,3,7,1,7,2,5,4,4,1,7,4,3,6,2,7,1,7,3,1,4,4,4,4,4,4,4,3,7,7,6,6,7,4,4,6,4,7,6,4,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,1,1,1,0,0,0,1,3,4,5,5,3,3,4,4,4,3,4,3,3,3,4,5,3,5,3,3,4,5,3,2,4,4,2,3,1,5,2,4,1,3,2,1,5, ,10,5,7,6,4,4,6,7,98,68,24,3
1119,1,0,0,0,0,0,1,60,4,1,3,5,5,3,1,1,2,7,1,6,1,4,4,5,5,6,5,5,3,2,5,2,5,1,7,3,2,2,2,3,3,2,3,3,2,7,7,5,4,7,4,4,4,4,7,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,5,1,1,1,3,5,5,1,2,4,2,2,5,5,4,3,2,5,5,4,2,2,4,2,2,2,2,3,2,3,4,3,2,1,1, ,43,1,7,4,2,5,6,7,88,61,20,0
1124,1,0,0,0,0,0,1,57,4,1,3,2,3,3,2,4,2,7,6,7,1,7,1,7,5,3,2,7,1,3,7,1,7,1,7,5,3,3,3,3,3,3,3,3,3,6,6,4,4,6,4,4,7,4,7,7,4,1,1,2,1,2,1,3,1,2,1,2,2,2,1,1,2,2,1,2,2,0,0,0,0,0,1,0,1,6,3,3,4,4,4,4,4,3,2,6,2,6,4,3,4,2,4,3,3,3,3,3,3,3,2,3,4,2,2,2,2,1,3,2,1,2, ,5,4,7,7,5,7,7,7,112,63,32,1
1126,1,0,0,0,0,0,1,60,4,1,3,1,1,1,1,1,2,7,7,7,1,7,1,7,7,1,6,7,1,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,2,4,2,4,3,4,3,3,2,3,4,4,3,2,2,4,2,2,3,2,2,3,3,2,2,3,2,4,6,4,4,4,6,4,4,4,4,4,3,2,5,6,1,4,4,4,4,4,4,4,5,5,3,3,4,6,6,1,1,2,5,2,2,1,1, ,5,1,7,7,7,7,7,7,120,84,58,17
1141,1,1,0,0,0,0,1,63,4,1,5,4,4,4,1,4,2,7,2,7,1,7,1,7,4,1,5,7,1,5,7,1,7,1,7,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,1,4,6,3,1,3,5,5,1,5,5,1,4,5,6,4,4,5,5,5,5,1,1,4,3,1,4,1,3,2,3,1,1,2,1,3, ,43,4,7,7,7,7,7,7,114,53,20,1
1145,1,1,0,0,0,0,1,60,4,1,5,4,5,3,1,4,2,5,4,6,1,7,2,7,7,1,5,7,1,2,6,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,5,4,4,6,5,5,1,3,3,3,5,3,3,3,1,2,2,4,2,1,1,3,1,1,5,2,1,1,1,1,1,1,0,2,6,3,4,3,6,5,4,4,4,6,4,2,6,4,3,4,3,3,4,2,4,4,2,4,2,4,3,5,4,2,2,2,5,1,2,1,2, ,4,4,7,6,7,7,7,7,111,64,49,6
1147,1,0,0,0,0,0,1,57,4,1,5,2,5,1,1,3,2,7,4,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,6,4,6,5,1,1,4,6,6,1,4,5,2,4,6,6,6,6,1,6,6,6,1,1,6,6,1,1,1,2,2,4,1,3,2,1,4, ,25,3,7,7,7,7,7,7,117,84,20,0
1182,1,0,0,0,0,0,1,62,4,1,5,1,5,5,1,5,2,7,1,5,1,7,1,7,7,1,7,7,1,2,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,3,3,2,3,0,0,3,1,3,1,3,1,6,2,1,4,4,6,1,1,6,6,3,4,1,3,3,1,1,1,1,4,1,4,6,6,4,4,5,3,1,3,2,1,4, ,38,6,7,7,7,7,7,7,112,20,32,14
1212,0,0,0,0,0,1,2,60,4,1,4,4,4,3, , , ,6,5,5,3,4,2,4,5,5,5,5,3,6,6,7,5,2,3,4,1,3,2,4,3,2,3,3,2,5,6,4,4,5,4,6,5,5,6,5,6,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2,3,4,4,5,2,5,4,5,2,5,5,3,2,5,5,5,5,2,5,5,5,2,2,5,5,4,2,2,2,2,4,5,3,2,1,3,4,13, ,5,6,3,5,1,6,85,61,24,1
1244,1,1,0,0,0,0,1,55,4,1,2,4,3,2,1,4,2,7,4,7,1,7,1,7,7,2,5,7,1,6,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,5,6,7,6,6,6,7,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4,5,4,4,3,3,4,5,4,4,4,3,4,5,4,5,4,4,4,4,5,5,2,3,4,4,3,4,4,1,5,5,1,2,2,1,4, ,40,4,7,7,6,7,7,7,119,75,20,1
1257,1,0,0,0,0,0,1,62,4,1,5,5,5,4,1,3,2,7,6,7,1,7,1,3,7,1,5,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,7,7,7,7,1,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,6,3,1,1,4,1,6,1,3,5,1,4,5,6,4,1,1,5,5,4,5,1,4,6,1,1,1,1,5,3,5,3,2,1,2, ,32,4,7,7,7,7,7,7,113,63,20,0
1267,1,1,0,0,0,0,1,56,4,1,2,2,3,2,2,3,2,7,6,7,1,7,1,7,7,1,6,7,1,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,3,4,4,2,3,4,3,4,3,4,4,2,5,4,5,5,4,4,3,3,3,3,3,3,4,3,3,3,4,2,5,1,3,2,1,6, ,5,4,7,7,7,7,7,7,122,84,30,7
1301,0,0,0,0,0,1,2,62,4,1,5,4,5,4, , , ,6,4,5,1,6,2,5,5,4,5,5,3,5,5,3,4,1,6,4,4,4,4,4,3,3,4,4,4,5,5,6,6,5,5,5,6,5,5,6,5,1,2,2,1,2,1,3,3,1,1,3,1,2,1,1,2,1,1,1,1,0,0,0,0,0,1,0,1,1,4,5,4,3,2,4,3,5,2,6,4,1,3,4,4,4,3,3,4,5,5,2,2,4,4,3,3,3,3,2,2,5,3,2,1,3,4,9, ,7,6,4,5,5,7,95,64,31,1
1342,1,0,0,0,0,0,1,61,4,1,4,3,4,3,1,3,2,6,7,7,1,7,1,7,6,1,6,7,1,6,7,1,7,1,7,5,5,4,4,4,5,5,5,5,5,6,6,4,4,6,4,3,4,5,6,4,5,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,1,0,1,1,4,5,3,3,2,4,4,5,1,5,4,4,4,5,4,5,3,3,4,5,5,2,1,4,3,2,3,2,2,2,3,2,3,2,1,4, ,46,3,7,7,7,7,7,7,122,57,27,2
1424,1,1,0,0,0,0,1,62,4,1,4,4,4,4,2,5,2,6,5,6,1,6,1,6,5,1,5,6,1,2,6,2,6,1,6,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,3,4,4,4,3,4,3,4,3,4,4,4,5,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,2,4,1,3,2,1,4, ,16,5,7,7,7,7,6,7,106,56,20,0
1484,1,1,0,0,0,0,1,57,4,1,3,3,3,3,1,2,2,7,7,7,1,7,1,7,7,1,7,7,1,6,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5,5,7,5,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,5,5,4,4,2,4,6,6,2,5,5,2,4,5,6,5,5,1,5,5,5,1,1,5,4,1,2,2,3,2,3,1,3,2,1,3, ,5,2,7,7,7,7,7,7,125,76,20,0
1546,1,0,0,0,0,0,1,61,4,1,2,3,3,2,1,3,2,5,2,7,1,7,3,7,5,1,5,7,2,5,7,1,7,1,6,4,2,3,2,3,3,2,3,3,2,7,6,7,6,7,5,5,6,6,7,7,6,2,3,2,1,4,2,2,1,1,2,1,2,1,1,1,4,1,1,3,2,1,1,1,1,0,1,2,1,3,6,6,5,5,2,4,4,5,1,4,2,5,4,4,6,5,4,1,5,4,4,4,1,3,3,1,1,4,4,2,4,1,3,2,4,4, ,5,3,7,5,7,6,7,7,109,75,37,7
1579,1,0,0,0,0,0,1,55,4,1,3,5,5,4,4,2,2,7,6,7,1,7,6,7,7,3,7,7,1,6,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,4,1,1,6,5,6,4,6,5,3,2,6,6,5,3,2,5,5,6,1,1,4,4,2,4,2,2,2,4,2,1,2,1,3, ,42,2,7,2,5,7,7,7,117,84,20,0
1595,1,1,0,0,0,0,1,57,4,1,3,4,4,3,1,6,2,6,5,6,1,7,2,6,6,1,3,7,3,4,6,2,6,1,6,5,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,3,5,4,2,2,3,5,5,2,5,5,3,4,5,5,5,3,2,5,5,4,1,2,4,4,2,3,1,3,2,4,1,1,2,1,4, ,23,6,7,6,7,5,6,7,106,72,20,0
1603,0,0,0,0,0,1,2,56,4,1,4,4,4,4, , , ,7,1,6,2,5,3,6,7,4,6,6,3,5,5,4,6,2,6,4,4,4,4,4,4,4,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,1,4,6,5,3,2,4,5,6,1,4,5,2,4,5,6,5,6,2,5,6,5,2,2,5,3,5,3,1,2,2,5,2,3,2,4,3,4,43, ,6,5,4,5,4,6,96,72,24,0
1608,1,0,0,0,0,0,1,62,4,1,4,3,3,2,1,6,2,6,1,7,1,6,2,5,5,2,3,6,1,5,7,2,5,1,2,5,4,4,4,4,4,4,4,4,4,6,7,6,6,6,6,7,6,6,6,6,6,1,2,2,2,3,3,3,2,1,2,1,2,1,1,1,1,1,1,3,2,0,0,1,1,0,0,1,2,1,3,5,5,4,2,3,5,6,1,4,3,4,3,4,4,5,3,3,3,2,3,4,1,3,4,1,2,2,2,2,1,5,1,2,1,1, ,42,6,7,6,6,7,6,7,97,74,35,3
1613,0,0,0,0,0,1,2,57,4,1,5,5,5,5, , , ,7,2,7,1,7,1,7,6,1,5,7,1,1,7,1,7,1,3,5,4,5,3,4,4,3,5,5,5,5,5,7,7,6,7,7,7,7,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,6,6,5,6,2,4,4,6,2,6,4,3,5,5,5,6,6,2,5,5,5,1,1,5,6,1,2,1,1,5,3,3,2,2,1,2,5,27, ,7,7,7,7,7,7,108,74,20,0
1626,0,0,0,0,0,1,2,57,4,1,5,4,5,5, , , ,7,6,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,6,3,1,3,4,6,5,2,5,5,2,2,5,6,4,6,2,5,6,6,1,1,6,6,1,1,1,2,2,5,1,3,2,1,8,5,5, ,7,7,7,7,7,7,119,84,21,0
1651,0,0,0,0,0,1,2,59,4,1,3,3,4,1, , , ,7,4,7,3,7,1,7,4,3,5,7,2,5,6,3,4,1,6,3,3,3,3,4,3,3,4,3,3,2,4,3,3,3,3,3,4,4,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,5,3,4,4,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,2,2,3,4,4,2,3,3,1,1,3,4,2,2,1,1,4,20, ,5,7,5,6,5,7,104,36,21,0
1659,1,1,1,0,0,0,1,57,4,1,5,2,2,2,1,3,2,7,6,7,1,7,1,7,7,5,5,7,1,3,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,6,6,6,6,6,6,1,1,2,2,5,2,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,0,0,1,0,1,0,2,3,4,5,5,4,3,3,5,5,3,4,4,2,4,4,6,4,3,3,6,6,4,2,2,5,5,2,3,2,4,2,4,1,3,2,1,6, ,43,3,7,7,3,7,7,7,114,68,31,3
1681,1,0,0,0,0,0,1,62,4,1,5,3,3,2,2,3,2,7,7,7,1,7,1,7,7,1,4,7,1,4,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,4,3,3,2,4,5,5,5,5,4,2,5,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,4,3,3,2,2,3,2,3,4,4,4,3,3,4,3,4,3,5,3,3,5,4,1,1,5,5,2,1,1,1,1,4,1,2,2,1,6, ,5,4,7,7,7,7,7,7,120,47,22,0
1704,1,0,0,0,0,0,1,62,4,1,2,4,4,3,2,4,2,7,6,7,1,7,2,7,7,1,6,7,2,2,7,1,7,1,7,5,5,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,5,6,6,6,6,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,5,5,5,3,1,4,4,4,1,5,4,2,4,4,6,4,4,2,5,5,5,2,2,4,5,2,1,2,2,1,5,1,3,2,1,4, ,3,5,7,6,7,6,7,7,117,71,24,0
